snapped_lat,snapped_lon,status,walkscore,description,updated
40.3665,-80.055,1,28,Car-Dependent,2014-09-02 05:07:56.658610
40.3665,-80.0505,1,45,Car-Dependent,2015-01-05 16:34:32.858340
40.3665,-80.0445,1,30,Car-Dependent,2014-10-10 09:58:39.799590
40.3665,-80.04,1,45,Car-Dependent,2014-11-13 12:32:33.708910
40.3665,-80.0355,1,61,Somewhat Walkable,2014-04-16 19:42:23.531650
40.3665,-80.0295,1,43,Car-Dependent,2014-10-13 15:35:42.276590
40.3665,-80.025,1,53,Somewhat Walkable,2014-10-19 20:38:23.079170
40.3665,-80.0205,1,58,Somewhat Walkable,2014-12-21 09:57:01.715410
40.3665,-80.0145,1,58,Somewhat Walkable,2014-08-05 15:13:37.643590
40.3665,-80.01,1,29,Car-Dependent,2014-10-01 03:34:35.224900
40.3665,-80.0055,1,11,Car-Dependent,2014-09-26 20:16:34.311900
40.3665,-79.9995,1,27,Car-Dependent,2014-08-20 12:54:14.654800
40.3665,-79.995,1,9,Car-Dependent,2014-10-27 18:23:35.718330
40.3665,-79.9905,1,41,Car-Dependent,2015-01-18 05:16:08.252120
40.3665,-79.9845,1,66,Somewhat Walkable,2014-10-27 18:23:33.424760
40.3665,-79.98,1,69,Somewhat Walkable,2014-07-20 00:42:16.425840
40.3665,-79.9755,1,57,Somewhat Walkable,2014-11-19 23:11:01.778590
40.3665,-79.9695,1,23,Car-Dependent,2014-12-10 14:55:43.649470
40.3665,-79.965,1,26,Car-Dependent,2014-12-15 22:36:48.215620
40.3665,-79.9605,1,25,Car-Dependent,2014-03-24 04:27:35.172940
40.3665,-79.9545,1,1,Car-Dependent,2014-03-24 04:25:25.068120
40.3665,-79.95,1,4,Car-Dependent,2014-04-16 19:17:21.774510
40.3665,-79.9455,1,0,Car-Dependent,2014-11-16 11:06:05.780020
40.3665,-79.9395,1,5,Car-Dependent,2014-03-17 21:35:04.647240
40.3665,-79.935,1,4,Car-Dependent,2014-03-17 21:33:54.702610
40.3665,-79.9305,1,9,Car-Dependent,2014-10-03 01:42:28.907360
40.3665,-79.9245,1,7,Car-Dependent,2014-12-29 21:25:21.161680
40.3665,-79.92,1,11,Car-Dependent,2014-09-29 14:51:57.742170
40.3665,-79.9155,1,6,Car-Dependent,2014-07-25 10:48:41.645310
40.3665,-79.9095,1,27,Car-Dependent,2014-08-26 14:48:48.681100
40.3665,-79.905,1,21,Car-Dependent,2014-11-05 02:03:27.555300
40.371,-80.1,1,36,Car-Dependent,2014-10-27 19:28:19.434750
40.371,-80.0955,1,38,Car-Dependent,2014-03-24 04:57:24.548810
40.371,-80.0895,1,23,Car-Dependent,2014-08-27 20:37:46.911140
40.371,-80.085,1,24,Car-Dependent,2014-12-03 22:15:43.979230
40.371,-80.0805,1,27,Car-Dependent,2015-01-11 23:08:00.012880
40.371,-80.0745,1,17,Car-Dependent,2014-10-03 02:19:51.165440
40.371,-80.07,1,24,Car-Dependent,2014-11-28 13:15:26.125510
40.371,-80.0655,1,22,Car-Dependent,2014-08-07 07:14:55.907180
40.371,-80.0595,1,26,Car-Dependent,2014-12-11 23:24:06.196410
40.371,-80.055,1,34,Car-Dependent,2014-09-26 20:16:14.598730
40.371,-80.0505,1,49,Car-Dependent,2014-10-01 03:34:47.964470
40.371,-80.0445,1,39,Car-Dependent,2014-10-06 18:14:48.038720
40.371,-80.04,1,42,Car-Dependent,2014-10-13 20:17:24.381040
40.371,-80.0355,1,44,Car-Dependent,2014-10-17 09:36:30.109770
40.371,-80.0295,1,63,Somewhat Walkable,2014-03-24 04:59:27.145840
40.371,-80.025,1,46,Car-Dependent,2014-03-24 04:59:47.141840
40.371,-80.0205,1,43,Car-Dependent,2014-05-21 20:03:39.758870
40.371,-80.0145,1,35,Car-Dependent,2014-03-24 04:58:30.240910
40.371,-80.01,1,37,Car-Dependent,2015-01-10 19:06:18.075820
40.371,-80.0055,1,28,Car-Dependent,2014-11-22 05:11:00.220760
40.371,-79.9995,1,22,Car-Dependent,2014-11-13 12:36:20.265940
40.371,-79.995,1,14,Car-Dependent,2014-10-06 17:15:35.186210
40.371,-79.9905,1,22,Car-Dependent,2014-12-13 13:23:25.558870
40.371,-79.9845,1,51,Somewhat Walkable,2014-11-10 20:02:52.095510
40.371,-79.98,1,73,Very Walkable,2014-10-29 00:39:25.112900
40.371,-79.9755,1,67,Somewhat Walkable,2014-12-17 16:51:16.197060
40.371,-79.9695,1,43,Car-Dependent,2014-12-31 06:52:06.263270
40.371,-79.965,1,12,Car-Dependent,2014-03-24 04:24:52.109510
40.371,-79.9605,1,22,Car-Dependent,2014-03-24 04:26:47.204740
40.371,-79.9545,1,2,Car-Dependent,2014-11-14 16:01:48.511190
40.371,-79.95,1,0,Car-Dependent,2014-09-13 03:28:00.102750
40.371,-79.9455,1,0,Car-Dependent,2014-12-19 06:11:53.298960
40.371,-79.9395,1,5,Car-Dependent,2014-03-17 21:31:56.269910
40.371,-79.935,1,7,Car-Dependent,2014-03-17 21:25:08.049940
40.371,-79.9305,1,10,Car-Dependent,2014-11-25 05:59:52.265560
40.371,-79.9245,1,14,Car-Dependent,2014-03-17 21:25:31.233260
40.371,-79.92,1,12,Car-Dependent,2014-12-24 05:54:07.176040
40.371,-79.9155,1,12,Car-Dependent,2014-12-01 17:07:07.333150
40.371,-79.9095,1,25,Car-Dependent,2014-10-28 19:20:23.640750
40.371,-79.905,1,11,Car-Dependent,2014-05-10 14:43:30.816120
40.377,-80.1,1,22,Car-Dependent,2014-12-03 04:58:56.871290
40.377,-80.0955,1,54,Somewhat Walkable,2009-06-10 09:49:59.348531
40.377,-80.0895,1,22,Car-Dependent,2014-10-23 15:03:33.448680
40.377,-80.085,1,2,Car-Dependent,2014-03-24 04:58:06.956290
40.377,-80.0805,1,7,Car-Dependent,2014-09-22 16:39:58.770880
40.377,-80.0745,1,9,Car-Dependent,2014-03-24 04:58:39.124350
40.377,-80.07,1,29,Car-Dependent,2015-01-03 12:42:26.430590
40.377,-80.0655,1,26,Car-Dependent,2014-10-25 17:50:26.615870
40.377,-80.0595,1,33,Car-Dependent,2014-08-18 23:37:19.372050
40.377,-80.055,1,59,Somewhat Walkable,2014-10-27 19:28:18.805310
40.377,-80.0505,1,75,Very Walkable,2014-10-03 02:19:42.552250
40.377,-80.0445,1,75,Very Walkable,2014-09-29 15:02:00.550400
40.377,-80.04,1,69,Somewhat Walkable,2015-01-19 01:36:41.858030
40.377,-80.0355,1,55,Somewhat Walkable,2014-07-25 11:19:03.115690
40.377,-80.0295,1,39,Car-Dependent,2015-01-18 21:06:46.005740
40.377,-80.025,1,25,Car-Dependent,2014-09-02 05:07:54.498450
40.377,-80.0205,1,14,Car-Dependent,2014-12-29 21:38:06.376520
40.377,-80.0145,1,11,Car-Dependent,2014-09-29 15:02:13.594100
40.377,-80.01,1,19,Car-Dependent,2014-12-05 02:04:25.383120
40.377,-80.0055,1,32,Car-Dependent,2014-05-27 03:23:42.703480
40.377,-79.9995,1,11,Car-Dependent,2014-03-24 04:24:42.333190
40.377,-79.995,1,30,Car-Dependent,2014-08-10 04:39:01.147050
40.377,-79.9905,1,17,Car-Dependent,2014-10-01 02:37:12.582640
40.377,-79.9845,1,52,Somewhat Walkable,2015-01-07 04:06:39.457140
40.377,-79.98,1,63,Somewhat Walkable,2015-01-13 03:40:06.724480
40.377,-79.9755,1,66,Somewhat Walkable,2014-11-14 21:21:50.883540
40.377,-79.9695,1,41,Car-Dependent,2014-10-10 09:40:36.075500
40.377,-79.965,1,10,Car-Dependent,2014-10-21 16:08:20.164730
40.377,-79.9605,1,15,Car-Dependent,2014-03-24 04:26:35.437790
40.377,-79.9545,1,7,Car-Dependent,2014-03-24 04:27:10.982770
40.377,-79.95,1,13,Car-Dependent,2014-03-24 04:25:03.987430
40.377,-79.9455,1,9,Car-Dependent,2014-03-18 05:18:38.416530
40.377,-79.9395,1,0,Car-Dependent,2014-03-18 05:17:42.022140
40.377,-79.935,1,5,Car-Dependent,2014-03-17 21:29:25.174600
40.377,-79.9305,1,6,Car-Dependent,2014-03-17 21:25:54.501090
40.377,-79.9245,1,9,Car-Dependent,2014-03-18 05:18:06.941110
40.377,-79.92,1,6,Car-Dependent,2014-03-18 05:18:53.248020
40.377,-79.9155,1,21,Car-Dependent,2014-08-22 13:56:33.452970
40.377,-79.9095,1,37,Car-Dependent,2014-09-26 20:13:58.643540
40.377,-79.905,1,31,Car-Dependent,2014-11-10 20:02:59.562260
40.3815,-80.1,1,26,Car-Dependent,2015-01-15 15:51:19.791330
40.3815,-80.0955,1,40,Car-Dependent,2015-01-18 05:22:59.574350
40.3815,-80.0895,1,27,Car-Dependent,2014-03-24 04:56:57.840600
40.3815,-80.085,1,21,Car-Dependent,2014-12-16 15:35:16.662950
40.3815,-80.0805,1,3,Car-Dependent,2014-03-24 04:59:22.291930
40.3815,-80.0745,1,20,Car-Dependent,2014-11-04 16:39:31.627360
40.3815,-80.07,1,23,Car-Dependent,2014-11-16 11:01:57.271730
40.3815,-80.0655,1,10,Car-Dependent,2014-10-10 09:59:19.722940
40.3815,-80.0595,1,44,Car-Dependent,2014-07-18 01:21:24.251120
40.3815,-80.055,1,65,Somewhat Walkable,2014-11-29 18:18:49.424660
40.3815,-80.0505,1,76,Very Walkable,2014-10-03 02:20:01.813450
40.3815,-80.0445,1,82,Very Walkable,2014-10-03 02:19:42.619370
40.3815,-80.04,1,60,Somewhat Walkable,2014-07-05 00:36:51.157110
40.3815,-80.0355,1,31,Car-Dependent,2014-10-10 09:58:52.005760
40.3815,-80.0295,1,19,Car-Dependent,2014-09-26 20:16:30.109950
40.3815,-80.025,1,13,Car-Dependent,2014-11-26 03:25:10.654400
40.3815,-80.0205,1,27,Car-Dependent,2014-09-01 04:33:26.120080
40.3815,-80.0145,1,13,Car-Dependent,2014-10-10 09:59:04.906650
40.3815,-80.01,1,31,Car-Dependent,2014-12-31 06:57:27.613900
40.3815,-80.0055,1,15,Car-Dependent,2014-10-06 18:14:32.121460
40.3815,-79.9995,1,37,Car-Dependent,2014-10-12 06:36:18.107510
40.3815,-79.995,1,42,Car-Dependent,2014-11-25 05:59:50.697040
40.3815,-79.9905,1,40,Car-Dependent,2014-12-14 21:49:31.933890
40.3815,-79.9845,1,41,Car-Dependent,2014-11-05 02:03:27.571940
40.3815,-79.98,1,52,Somewhat Walkable,2014-10-12 17:45:32.985310
40.3815,-79.9755,1,64,Somewhat Walkable,2014-11-24 16:02:42.558080
40.3815,-79.9695,1,34,Car-Dependent,2014-10-13 05:50:09.669040
40.3815,-79.965,1,21,Car-Dependent,2014-10-06 17:15:35.449590
40.3815,-79.9605,1,24,Car-Dependent,2015-01-05 04:57:13.246450
40.3815,-79.9545,1,15,Car-Dependent,2014-11-17 17:24:29.650370
40.3815,-79.95,1,9,Car-Dependent,2014-07-11 03:50:35.780400
40.3815,-79.9455,1,9,Car-Dependent,2015-01-07 04:06:37.880940
40.3815,-79.9395,1,2,Car-Dependent,2014-03-24 15:00:30.852570
40.3815,-79.935,1,5,Car-Dependent,2014-09-20 04:25:36.735350
40.3815,-79.9305,1,0,Car-Dependent,2014-03-18 05:18:44.818420
40.3815,-79.9245,1,4,Car-Dependent,2014-03-18 05:17:26.946120
40.3815,-79.92,1,3,Car-Dependent,2014-10-16 21:14:07.495660
40.3815,-79.9155,1,21,Car-Dependent,2014-11-28 13:00:09.205210
40.3815,-79.9095,1,38,Car-Dependent,2014-12-03 08:35:27.674510
40.3815,-79.905,1,43,Car-Dependent,2014-12-29 21:25:22.560810
40.386,-80.1,1,36,Car-Dependent,2014-03-24 15:54:55.424260
40.386,-80.0955,1,45,Car-Dependent,2014-09-17 06:16:16.264300
40.386,-80.0895,1,39,Car-Dependent,2015-01-10 19:06:16.236210
40.386,-80.085,1,31,Car-Dependent,2014-11-17 17:12:33.541470
40.386,-80.0805,1,22,Car-Dependent,2014-12-14 21:49:41.705360
